Tên đầy đủ,Tên viết tắt,Tên tiếng anh,Địa chỉ,Điện thoại,Fax,Giấy chứng nhận ĐKKD/Giấy phép thành lập,Vốn điều lệ,Vốn thực góp
Công ty Cổ phần Quản lý Quỹ Thiên Việt,TVAM,Thien Viet Assets Management Joint Stock Company,"Lầu 9, tòa nhà  Bitexco Nam Long, 63A Võ Văn Tần, phường Võ Thị Sáu, quận 3, TP. Hồ Chí Minh",028.62992090,028.62992103,15/UBCK-GPHĐQLQ ngày 28/12/2006,125.000.000.000 đồng,125.000.000.000 đồng
