Tên đầy đủ,Tên viết tắt,Tên tiếng anh,Địa chỉ,Điện thoại,Fax,Giấy chứng nhận ĐKKD/Giấy phép thành lập,Vốn điều lệ,Vốn thực góp
Công ty cổ phần Quản lý Quỹ đầu tư FPT,"",FPT Fund Management Joint Stock Company,"Tầng 7, khối 17 tầng, toà FPT Tower, số 10, phố Phạm Văn Bạch, phường Dịch Vọng, quận Cầu Giấy, thành phố Hà Nội.",(84)24 7300 1313,(84)24 3715 2834,số,60.000.000.000 đồng,60.000.000.000 đồng
