Tên đầy đủ,Tên viết tắt,Tên tiếng anh,Địa chỉ,Điện thoại,Fax,Giấy chứng nhận ĐKKD/Giấy phép thành lập,Vốn điều lệ,Vốn thực góp
Công ty TNHH Quản Lý Quỹ MANULIFE Việt Nam,"MVFM Co.,LTD",Công ty TNHH Quản Lý Quỹ MANULIFE Việt Nam,"Lầu 7, Manulife Plaza, 75 Hoàng Văn Thái, Phường Tân Phú, Q.7",08.54166777,08.54160761,"4104000117
Sở KH&ĐT Tp.HCM
6/10/2005",214.095.300.000 đồng,214.095.300.000 đồng
