no,security_code,ISINs,security_name,security_type,trading_market,administration_place,status,security_url
1,FUEFCV50,VN0FUEFCV505,Chứng chỉ Quỹ ETF FPT CAPITAL VNX50,Chứng chỉ quỹ,HOSE,Trụ sở chính,Hiệu lực,https://vsd.vn/s-detail/30049
