no,security_code,ISINs,security_name,security_type,trading_market,administration_place,status,security_url
1,FUCVREIT,VN0FUCVREIT6,Chứng chỉ Quỹ Đầu tư Bất động sản Techcom Việt Nam,Chứng chỉ quỹ,HOSE,Trụ sở chính,Hiệu lực,https://vsd.vn/s-detail/4211
