no,security_code,ISINs,security_name,security_type,trading_market,administration_place,status,security_url
1,FUEIP100,VN0FUEIP1007,Chứng chỉ Quỹ ETF IPAAM VN100,Chứng chỉ quỹ,HOSE,Trụ sở chính,Hiệu lực,https://vsd.vn/s-detail/20749
