no,security_code,ISINs,security_name,security_type,trading_market,administration_place,status,security_url
1,PRUBF1,VN000PRUBF19,Chứng chỉ Quỹ đầu tư cân bằng Prudential,Chứng chỉ quỹ,HOSE,Chi nhánh,Hủy đăng ký,https://vsd.vn/s-detail/881
