Tên đầy đủ,Tên viết tắt,Tên tiếng anh,Địa chỉ,Điện thoại,Fax,Giấy chứng nhận ĐKKD/Giấy phép thành lập,Vốn điều lệ,Vốn thực góp
Công ty TNHH Một thành viên Quản lý Quỹ ACB,"",ACB Capital Manegement Company Limited,"Lầu 1, tòa nhà ACB 444A-446 Cách Mạng Tháng Tám, Phường 11, Quận 3, Tp. HCM",84-8.62905989,84-8.62905987,"số 41/UBCK-GP do UBCKNN cấp lần đầu ngày 28/10/2008, giấy phép điều chỉnh số 54/UBCK-GP do UBCKNN cấp ngày 02/12/2009",240.080.000.000 đồng,240.080.000.000 đồng
