no,security_code,ISINs,security_name,security_type,trading_market,administration_place,status,security_url
1,ASIAGF,VN000ASIAGF1,Chứng chỉ Quỹ đầu tư tăng trưởng ACB,Chứng chỉ quỹ,HOSE,Chi nhánh,Hủy đăng ký,https://vsd.vn/s-detail/1947
