no,security_code,ISINs,security_name,security_type,trading_market,administration_place,status,security_url
1,FUEVN100,VN0FUEVN1002,Chứng chỉ Quỹ ETF VINACAPITALVN100,Chứng chỉ quỹ,HOSE,Trụ sở chính,Hiệu lực,https://vsd.vn/s-detail/11091
