Tên đầy đủ,Tên viết tắt,Tên tiếng anh,Địa chỉ,Điện thoại,Fax,Giấy chứng nhận ĐKKD/Giấy phép thành lập,Vốn điều lệ,Vốn thực góp
Công ty cổ phần Quản Lý quỹ Đầu tư Dragon Capital Việt Nam,DCVFM,DRAGON CAPITAL VIETFUND MANAGEMENT,"Tầng 15, Tòa nhà Mê Linh Point, 02 Ngô Đức Kế, Phường Bến Nghé, Quận 1, Tp. Hồ Chí Minh, Việt Nam.",028.38251488,028.38251489,Số 45/UBCK-GP ngày 08/01/2009,3.443.012.000.000 đồng,3.443.012.000.000 đồng
